Country,Product,Units Sold,Manufacturing_Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month_Name,Year
United Kingdom,Mandarin,1293,250,15,19395,6974.1,12420.9,38745,-26324.1,01-07-2019,July,2019
United States of America,Mandarin,230,250,350,80500,41412,39088,256360,-217272,01-10-2019,October,2019
United States of America,Mandarin,1723,250,125,215375,35805,179570,286440,-106870,01-11-2019,November,2019
Brazil,Mandarin,240,250,20,4800,2959.2,1840.8,12330,-10489.2,01-12-2019,December,2019
United States of America,Luxe,2571,260,350,899850,11340,888510,70200,818310,01-02-2019,February,2019
United Kingdom,Luxe,1661,260,7,11627,2874.06,8752.94,17107.5,-8354.56,01-07-2019,July,2019
Japan,Luxe,4474,260,7,31318,2296.56,29021.44,13670,15351.44,01-10-2019,October,2019
United Kingdom,Kensington,674,3,20,13480,6051.6,7428.4,25215,-17786.6,01-01-2019,January,2019
Brazil,Royal Oak,778,5,12,9336,3831.84,5504.16,7983,-2478.84,01-05-2019,May,2019
India,Vermont,1457,10,20,29140,3674.4,25465.6,15310,10155.6,01-12-2019,December,2019
United Kingdom,Mandarin,3158,250,7,22106,1252.44,20853.56,7455,13398.56,01-03-2019,March,2019
India,Mandarin,4095,250,20,81900,3674.4,78225.6,15310,62915.6,01-12-2019,December,2019
United States of America,Kensington,493,3,15,7395,5005.65,2389.35,25670,-23280.65,01-06-2019,June,2019
United States of America,Mandarin,3286,250,15,49290,5005.65,44284.35,25670,18614.35,01-06-2019,June,2019
Japan,Kensington,3563,3,350,1247050,41996.5,1205053.5,239980,965073.5,01-03-2019,March,2019
United Kingdom,Kensington,4109,3,350,1438150,81445,1356705,465400,891305,01-03-2019,March,2019
United States of America,Royal Oak,2203,5,350,771050,44703.75,726346.25,255450,470896.25,01-01-2019,January,2019
United States of America,Royal Oak,2924,5,7,20468,1181.18,19286.82,6490,12796.82,01-02-2019,February,2019
Brazil,Royal Oak,2650,5,12,31800,942.24,30857.76,1812,29045.76,01-06-2019,June,2019
Brazil,Royal Oak,1194,5,20,23880,5863,18017,22550,-4533,01-07-2019,July,2019
Japan,Royal Oak,3366,5,20,67320,3247.4,64072.6,12490,51582.6,01-10-2019,October,2019
United States of America,Vermont,1325,10,7,9275,1309.04,7965.97,7192.5,773.47,01-01-2019,January,2019
India,Vermont,4243,10,300,1272900,31473,1241427,201750,1039677,01-01-2019,January,2019
United States of America,Vermont,2887,10,20,57740,6866.6,50873.4,26410,24463.4,01-02-2019,February,2019
India,Vermont,3839,10,20,76780,7040.8,69739.2,27080,42659.2,01-02-2019,February,2019
Japan,Vermont,1863,10,350,652050,119756,532294,684320,-152026,01-06-2019,June,2019
Japan,Vermont,2858,10,125,357250,25723.75,331526.25,189960,141566.25,01-06-2019,June,2019
Brazil,Vermont,2868,10,12,34416,890.76,33525.24,1713,31812.24,01-07-2019,July,2019
United Kingdom,Vermont,3805,10,7,26635,2453.36,24181.64,13480,10701.64,01-08-2019,August,2019
Japan,Vermont,3914,10,15,58710,3051.75,55658.25,15650,40008.25,01-10-2019,October,2019
Japan,Vermont,524,10,20,10480,3247.4,7232.6,12490,-5257.4,01-10-2019,October,2019
India,Vermont,3095,10,350,1083250,16243.5,1067006.5,92820,974186.5,01-11-2019,November,2019
India,Vermont,2410,10,12,28920,1580.28,27339.72,3039,24300.72,01-12-2019,December,2019
United Kingdom,Burlington,4263,120,15,63945,7795.13,56149.88,39975,16174.88,01-01-2019,January,2019
Japan,Burlington,2239,120,350,783650,119756,663894,684320,-20426,01-06-2019,June,2019
United Kingdom,Burlington,569,120,7,3983,1082.9,2900.1,5950,-3049.9,01-06-2019,June,2019
Brazil,Burlington,3889,120,12,46668,942.24,45725.76,1812,43913.76,01-06-2019,June,2019
Brazil,Burlington,2253,120,12,27036,639.6,26396.4,1230,25166.4,01-10-2019,October,2019
India,Burlington,3835,120,12,46020,1580.28,44439.72,3039,41400.72,01-12-2019,December,2019
Japan,Mandarin,2487,250,125,310875,25723.75,285151.25,189960,95191.25,01-06-2019,June,2019
Japan,Mandarin,4428,250,15,66420,3051.75,63368.25,15650,47718.25,01-10-2019,October,2019
Japan,Luxe,1200,260,125,150000,26958.75,123041.25,199080,-76038.75,01-01-2019,January,2019
United Kingdom,Luxe,2953,260,7,20671,1082.9,19588.1,5950,13638.1,01-06-2019,June,2019
Brazil,Luxe,1453,260,12,17436,639.6,16796.4,1230,15566.4,01-10-2019,October,2019
Brazil,Kensington,1072,3,20,21440,7221.2,14218.8,25790,-11571.2,01-04-2019,April,2019
United States of America,Kensington,1737,3,20,34740,4880.4,29859.6,17430,12429.6,01-05-2019,May,2019
India,Kensington,2532,3,7,17724,274.4,17449.6,1400,16049.6,01-12-2019,December,2019
United Kingdom,Royal Oak,1765,5,7,12355,287.14,12067.86,1465,10602.86,01-02-2019,February,2019
India,Vermont,2640,10,15,39600,583.8,39016.2,2780,36236.2,01-02-2019,February,2019
Japan,Vermont,3079,10,20,61580,6798.4,54781.6,24280,30501.6,01-03-2019,March,2019
United States of America,Vermont,4130,10,15,61950,3710.7,58239.3,17670,40569.3,01-09-2019,September,2019
United Kingdom,Vermont,2938,10,12,35256,2340.24,32915.76,4179,28736.76,01-10-2019,October,2019
India,Mandarin,3080,250,7,21560,274.4,21285.6,1400,19885.6,01-12-2019,December,2019
United Kingdom,Luxe,1530,260,12,18360,2340.24,16019.76,4179,11840.76,01-10-2019,October,2019
Brazil,Kensington,2021,3,300,606300,33642,572658,200250,372408,01-07-2019,July,2019
Japan,Kensington,1014,3,300,304200,62832,241368,374000,-132632,01-10-2019,October,2019
United States of America,Kensington,2913,3,300,873900,42420,831480,252500,578980,01-10-2019,October,2019
India,Kensington,763,3,15,11445,3177.3,8267.7,15130,-6862.3,01-11-2019,November,2019
Japan,Kensington,1425,3,15,21375,4830,16545,23000,-6455,01-12-2019,December,2019
Japan,Royal Oak,2138,5,350,748300,109147.5,639152.5,579150,60002.5,01-01-2019,January,2019
India,Royal Oak,3825,5,350,1338750,58751,1279999,311740,968259,01-04-2019,April,2019
Japan,Royal Oak,3393,5,350,1187550,9800,1177750,52000,1125750,01-05-2019,May,2019
Japan,Royal Oak,2215,5,7,15505,380.24,15124.76,1940,13184.76,01-09-2019,September,2019
Japan,Royal Oak,403,5,15,6045,4830,1215,23000,-21785,01-12-2019,December,2019
Brazil,Vermont,289,10,20,5780,728,5052,2600,2452,01-02-2019,February,2019
United States of America,Vermont,3781,10,12,45372,4895.52,40476.48,8742,31734.48,01-10-2019,October,2019
United Kingdom,Vermont,1785,10,7,12495,1696.38,10798.62,8655,2143.62,01-10-2019,October,2019
Japan,Vermont,4029,10,350,1410150,34300,1375850,182000,1193850,01-11-2019,November,2019
United States of America,Vermont,2150,10,350,752500,57673,694827,306020,388807,01-11-2019,November,2019
Brazil,Burlington,4391,120,125,548875,27562.5,521312.5,189000,332312.5,01-02-2019,February,2019
United States of America,Burlington,2695,120,20,53900,1696.8,52203.2,6060,46143.2,01-04-2019,April,2019
United States of America,Burlington,1337,120,300,401100,103320,297780,615000,-317220,01-07-2019,July,2019
Brazil,Mandarin,4320,250,7,30240,2844.94,27395.06,14515,12880.06,01-03-2019,March,2019
United States of America,Mandarin,2828,250,300,848400,106722,741678,635250,106428,01-08-2019,August,2019
Japan,Mandarin,1248,250,300,374400,62832,311568,374000,-62432,01-10-2019,October,2019
United States of America,Mandarin,4035,250,300,1210500,42420,1168080,252500,915580,01-10-2019,October,2019
Japan,Luxe,3926,260,300,1177800,37296,1140504,222000,918504,01-03-2019,March,2019
United States of America,Luxe,4247,260,125,530875,49770,481105,341280,139825,01-05-2019,May,2019
United Kingdom,Luxe,2695,260,12,32340,4158,28182,7425,20757,01-08-2019,August,2019
United States of America,Luxe,1449,260,12,17388,4895.52,12492.48,8742,3750.48,01-10-2019,October,2019
United Kingdom,Luxe,1131,260,7,7917,1696.38,6220.62,8655,-2434.38,01-10-2019,October,2019
United Kingdom,Kensington,1403,3,125,175375,22012.5,153362.5,140880,12482.5,01-08-2019,August,2019
India,Kensington,2161,3,125,270125,51881.25,218243.75,332040,-113796.25,01-08-2019,August,2019
India,Kensington,1937,3,125,242125,20343.75,221781.25,130200,91581.25,01-10-2019,October,2019
Brazil,Royal Oak,2879,5,300,863700,24570,839130,136500,702630,01-10-2019,October,2019
India,Vermont,1330,10,20,26600,3474,23126,11580,11546,01-03-2019,March,2019
Japan,Vermont,2426,10,15,36390,3631.5,32758.5,16140,16618.5,01-04-2019,April,2019
Brazil,Vermont,2033,10,7,14231,2661.75,11569.25,12675,-1105.75,01-04-2019,April,2019
Brazil,Vermont,2029,10,350,710150,149677.5,560472.5,741260,-180787.5,01-05-2019,May,2019
Japan,Vermont,1049,10,15,15735,5757.75,9977.25,25590,-15612.75,01-08-2019,August,2019
India,Vermont,2509,10,125,313625,20343.75,293281.25,130200,163081.25,01-10-2019,October,2019
India,Vermont,1743,10,15,26145,2643.75,23501.25,11750,11751.25,01-10-2019,October,2019
United States of America,Vermont,3228,10,12,38736,1645.2,37090.8,2742,34348.8,01-12-2019,December,2019
United Kingdom,Vermont,1105,10,20,22100,879,21221,2930,18291,01-12-2019,December,2019
Brazil,Burlington,2778,120,12,33336,900,32436,1500,30936,01-03-2019,March,2019
United Kingdom,Burlington,1173,120,15,17595,6358.5,11236.5,28260,-17023.5,01-05-2019,May,2019
United Kingdom,Burlington,3160,120,125,395000,12431.25,382568.75,79560,303008.75,01-09-2019,September,2019
United States of America,Burlington,2980,120,12,35760,1645.2,34114.8,2742,31372.8,01-12-2019,December,2019
Japan,Mandarin,4068,250,20,81360,2596.5,78763.5,8655,70108.5,01-07-2019,July,2019
India,Mandarin,2105,250,15,31575,1107,30468,4920,25548,01-07-2019,July,2019
India,Mandarin,235,250,15,3525,2643.75,881.25,11750,-10868.75,01-10-2019,October,2019
India,Mandarin,2106,250,125,263250,10350,252900,66240,186660,01-11-2019,November,2019
United Kingdom,Mandarin,2351,250,20,47020,879,46141,2930,43211,01-12-2019,December,2019
United Kingdom,Luxe,1897,260,300,569100,111375,457725,618750,-161025,01-03-2019,March,2019
Brazil,Luxe,647,260,300,194100,24570,169530,136500,33030,01-10-2019,October,2019
Brazil,Royal Oak,3621,5,7,25347,1436.4,23910.6,6840,17070.6,01-02-2019,February,2019
Japan,Vermont,3221,10,7,22547,759.15,21787.85,3615,18172.85,01-04-2019,April,2019
United States of America,Mandarin,493,250,12,5916,3250.8,2665.2,5418,-2752.8,01-05-2019,May,2019
United States of America,Kensington,2654,3,125,331750,412.5,331337.5,39600,291737.5,01-09-2018,September,2018
India,Kensington,1675,3,12,20100,91.92,20008.08,2298,17710.08,01-10-2018,October,2018
Brazil,Kensington,1572,3,300,471600,1482,470118,123500,346618,01-10-2018,October,2018
United States of America,Royal Oak,1723,5,300,516900,7494,509406,624500,-115094,01-09-2018,September,2018
United States of America,Royal Oak,423,5,125,52875,828.75,52046.25,79560,-27513.75,01-10-2018,October,2018
India,Vermont,4393,10,12,52716,91.92,52624.08,2298,50326.08,01-10-2018,October,2018
United States of America,Burlington,3850,120,125,481250,828.75,480421.25,79560,400861.25,01-10-2018,October,2018
Japan,Burlington,2856,120,7,19992,146.44,19845.56,10460,9385.56,01-11-2018,November,2018
Brazil,Mandarin,2545,250,300,763500,1482,762018,123500,638518,01-10-2018,October,2018
United States of America,Luxe,1154,260,12,13848,238.68,13609.32,5967,7642.32,01-09-2018,September,2018
United Kingdom,Luxe,4180,260,15,62700,48.15,62651.85,3210,59441.85,01-11-2018,November,2018
India,Kensington,4099,3,300,1229700,1284,1228416,53500,1174916,01-10-2018,October,2018
United Kingdom,Kensington,2660,3,7,18620,300.3,18319.7,10725,7594.7,01-11-2018,November,2018
Brazil,Royal Oak,3826,5,125,478250,4150,474100,199200,274900,01-11-2018,November,2018
India,Vermont,4388,10,125,548500,2022.5,546477.5,97080,449397.5,01-10-2018,October,2018
Brazil,Vermont,2106,10,125,263250,5362.5,257887.5,257400,487.5,01-10-2018,October,2018
United Kingdom,Vermont,799,10,12,9588,428.4,9159.6,5355,3804.6,01-11-2018,November,2018
United States of America,Vermont,377,10,15,5655,577.5,5077.5,19250,-14172.5,01-12-2018,December,2018
United States of America,Vermont,2110,10,7,14770,281.82,14488.18,10065,4423.18,01-12-2018,December,2018
India,Burlington,1598,120,350,559300,20762,538538,771160,-232622,01-10-2018,October,2018
India,Burlington,3284,120,125,410500,2022.5,408477.5,97080,311397.5,01-10-2018,October,2018
Brazil,Burlington,1197,120,125,149625,5362.5,144262.5,257400,-113137.5,01-10-2018,October,2018
Brazil,Burlington,2303,120,20,46060,217.6,45842.4,5440,40402.4,01-12-2018,December,2018
India,Mandarin,2126,250,300,637800,1284,636516,53500,583016,01-10-2018,October,2018
United States of America,Mandarin,783,250,350,274050,1862,272188,69160,203028,01-12-2018,December,2018
Brazil,Mandarin,1202,250,350,420700,13580,407120,504400,-97280,01-12-2018,December,2018
India,Luxe,1397,260,350,488950,20762,468188,771160,-302972,01-10-2018,October,2018
Japan,Kensington,1105,3,12,13260,326.88,12933.12,2724,10209.12,01-12-2018,December,2018
India,Royal Oak,3640,5,350,1274000,18868.5,1255131.5,467220,787911.5,01-09-2018,September,2018
India,Vermont,764,10,15,11460,875.25,10584.75,19450,-8865.25,01-10-2018,October,2018
India,Mandarin,2745,250,15,41175,875.25,40299.75,19450,20849.75,01-10-2018,October,2018
Brazil,Vermont,3938,10,7,27566,369.6,27196.4,8800,18396.4,01-09-2018,September,2018
United Kingdom,Vermont,4489,10,15,67335,1356.6,65978.4,22610,43368.4,01-12-2018,December,2018
United States of America,Burlington,2167,120,20,43340,588.8,42751.2,7360,35391.2,01-09-2018,September,2018
Japan,Kensington,1137,3,7,7959,798.28,7160.72,14255,-7094.28,01-10-2018,October,2018
Japan,Royal Oak,3699,5,7,25893,798.28,25094.72,14255,10839.72,01-10-2018,October,2018
United States of America,Vermont,4409,10,15,66135,402.6,65732.4,6710,59022.4,01-10-2018,October,2018
Brazil,Vermont,3323,10,15,49845,908.4,48936.6,15140,33796.6,01-10-2018,October,2018
Japan,Burlington,3631,120,20,72620,2116.8,70503.2,26460,44043.2,01-09-2018,September,2018
United States of America,Mandarin,4147,250,350,1451450,4886,1446564,90740,1355824,01-09-2018,September,2018
Brazil,Mandarin,2774,250,15,41610,908.4,40701.6,15140,25561.6,01-10-2018,October,2018
United States of America,Luxe,4123,260,15,61845,402.6,61442.4,6710,54732.4,01-10-2018,October,2018
Japan,Luxe,1337,260,350,467950,24892,443058,462280,-19222,01-12-2018,December,2018
India,Royal Oak,599,5,7,4193,405.65,3787.35,5795,-2007.65,01-10-2018,October,2018
Japan,Vermont,477,10,7,3339,822.15,2516.85,11745,-9228.15,01-09-2018,September,2018
India,Luxe,804,260,7,5628,405.65,5222.35,5795,-572.65,01-10-2018,October,2018
India,Kensington,3551,3,7,24857,355.6,24501.4,5080,19421.4,01-11-2018,November,2018
Brazil,Royal Oak,2389,5,350,836150,12600,823550,187200,636350,01-09-2018,September,2018
Brazil,Royal Oak,319,5,300,95700,16500,79200,275000,-195800,01-12-2018,December,2018
Japan,Vermont,3789,10,350,1326150,21490,1304660,319280,985380,01-10-2018,October,2018
Japan,Vermont,4364,10,20,87280,1389,85891,13890,72001,01-10-2018,October,2018
United Kingdom,Vermont,1343,10,125,167875,4400,163475,84480,78995,01-10-2018,October,2018
Japan,Vermont,245,10,20,4900,1802,3098,18020,-14922,01-12-2018,December,2018
United Kingdom,Vermont,1401,10,7,9807,747.6,9059.4,10680,-1620.6,01-12-2018,December,2018
India,Vermont,3483,10,15,52245,1587,50658,21160,29498,01-12-2018,December,2018
United Kingdom,Burlington,3379,120,125,422375,4400,417975,84480,333495,01-10-2018,October,2018
United Kingdom,Burlington,1221,120,20,24420,1033,23387,10330,13057,01-12-2018,December,2018
Japan,Mandarin,3335,250,20,66700,1389,65311,13890,51421,01-10-2018,October,2018
United States of America,Mandarin,1260,250,20,25200,1265,23935,12650,11285,01-11-2018,November,2018
India,Mandarin,3034,250,20,60680,2297,58383,22970,35413,01-11-2018,November,2018
Japan,Luxe,3790,260,350,1326500,21490,1305010,319280,985730,01-10-2018,October,2018
Japan,Kensington,570,3,12,6840,1655.28,5184.72,6897,-1712.28,01-10-2018,October,2018
United States of America,Kensington,3754,3,7,26278,110.46,26167.54,1315,24852.54,01-11-2018,November,2018
India,Kensington,2187,3,125,273375,6652.5,266722.5,106440,160282.5,01-12-2018,December,2018
United Kingdom,Royal Oak,3559,5,7,24913,589.26,24323.74,7015,17308.74,01-10-2018,October,2018
Japan,Vermont,1296,10,12,15552,1655.28,13896.72,6897,6999.72,01-10-2018,October,2018
United States of America,Vermont,775,10,350,271250,15267,255983,189020,66963,01-10-2018,October,2018
United Kingdom,Burlington,3797,120,300,1139100,21978,1117122,305250,811872,01-10-2018,October,2018
United Kingdom,Burlington,1321,120,350,462350,43596,418754,539760,-121006,01-10-2018,October,2018
United Kingdom,Mandarin,1643,250,300,492900,21978,470922,305250,165672,01-10-2018,October,2018
Brazil,Mandarin,1912,250,20,38240,1347.6,36892.4,11230,25662.4,01-11-2018,November,2018
Japan,Mandarin,1610,250,300,483000,43848,439152,609000,-169848,01-12-2018,December,2018
United States of America,Luxe,328,260,350,114800,15267,99533,189020,-89487,01-10-2018,October,2018
United Kingdom,Luxe,4099,260,7,28693,589.26,28103.74,7015,21088.74,01-10-2018,October,2018
United Kingdom,Luxe,990,260,350,346500,43596,302904,539760,-236856,01-10-2018,October,2018
United Kingdom,Royal Oak,1433,5,20,28660,2108.4,26551.6,17570,8981.6,01-10-2018,October,2018
United Kingdom,Vermont,1711,10,20,34220,2108.4,32111.6,17570,14541.6,01-10-2018,October,2018
Brazil,Kensington,3691,3,20,73820,2567.6,71252.4,18340,52912.4,01-09-2018,September,2018
United Kingdom,Vermont,3105,10,7,21735,505.19,21229.81,5155,16074.81,01-09-2018,September,2018
India,Mandarin,1678,250,12,20136,1860.6,18275.4,6645,11630.4,01-09-2018,September,2018
India,Royal Oak,3039,5,125,379875,21875,358000,300000,58000,01-11-2018,November,2018
United States of America,Vermont,784,10,15,11760,3077.55,8682.45,29310,-20627.55,01-09-2018,September,2018
India,Vermont,1316,10,300,394800,23583,371217,280750,90467,01-09-2018,September,2018
Japan,Vermont,808,10,300,242400,29484,212916,351000,-138084,01-11-2018,November,2018
Brazil,Vermont,3295,10,12,39540,2320.92,37219.08,8289,28930.08,01-11-2018,November,2018
India,Vermont,520,10,7,3640,1041.25,2598.75,10625,-8026.25,01-12-2018,December,2018
United States of America,Burlington,3182,120,20,63640,1989.4,61650.6,14210,47440.6,01-12-2018,December,2018
India,Burlington,895,120,20,17900,823.2,17076.8,5880,11196.8,01-12-2018,December,2018
India,Luxe,3766,260,125,470750,8697.5,462052.5,119280,342772.5,01-09-2018,September,2018
Japan,Royal Oak,3628,5,300,1088400,30792,1057608,320750,736858,01-09-2018,September,2018
India,Vermont,1962,10,7,13734,1349.04,12384.96,12045,339.96,01-09-2018,September,2018
India,Vermont,2795,10,350,978250,60088,918162,557960,360202,01-11-2018,November,2018
Brazil,Vermont,4082,10,7,28574,1089.76,27484.24,9730,17754.24,01-12-2018,December,2018
United Kingdom,Burlington,2399,120,300,719700,9264,710436,96500,613936,01-11-2018,November,2018
United States of America,Mandarin,647,250,300,194100,19392,174708,202000,-27292,01-12-2018,December,2018
Brazil,Luxe,2459,260,12,29508,1320,28188,4125,24063,01-12-2018,December,2018
Brazil,Kensington,1754,3,12,21048,396.36,20651.64,1101,19550.64,01-10-2018,October,2018
United Kingdom,Royal Oak,1679,5,300,503700,8694,495006,80500,414506,01-09-2018,September,2018
United Kingdom,Royal Oak,3493,5,125,436625,20891.25,415733.75,222840,192893.75,01-11-2018,November,2018
Japan,Royal Oak,1697,5,7,11879,1014.93,10864.07,8055,2809.07,01-12-2018,December,2018
India,Royal Oak,726,5,300,217800,9018,208782,83500,125282,01-12-2018,December,2018
Brazil,Vermont,4174,10,12,50088,396.36,49691.64,1101,48590.64,01-10-2018,October,2018
India,Vermont,2209,10,12,26508,1917,24591,5325,19266,01-11-2018,November,2018
United Kingdom,Mandarin,2621,250,12,31452,2412.72,29039.28,6702,22337.28,01-09-2018,September,2018
India,Luxe,1302,260,15,19530,1309.5,18220.5,9700,8520.5,01-11-2018,November,2018
United Kingdom,Mandarin,3116,250,20,62320,4827.6,57492.4,26820,30672.4,01-11-2018,November,2018
United Kingdom,Luxe,2565,260,12,30780,330.48,30449.52,918,29531.52,01-12-2018,December,2018
United States of America,Kensington,4297,3,12,51564,463.2,51100.8,1158,49942.8,01-10-2018,October,2018
United States of America,Vermont,3537,10,12,42444,463.2,41980.8,1158,40822.8,01-10-2018,October,2018
United Kingdom,Kensington,2616,3,125,327000,18525,308475,177840,130635,01-12-2018,December,2018
United States of America,Royal Oak,4023,5,125,502875,22550,480325,216480,263845,01-11-2018,November,2018
United Kingdom,Vermont,3671,10,15,55065,3250.5,51814.5,21670,30144.5,01-10-2018,October,2018
United States of America,Burlington,2382,120,300,714600,68820,645780,573500,72280,01-10-2018,October,2018
Japan,Burlington,2200,120,125,275000,23950,251050,229920,21130,01-12-2018,December,2018
United States of America,Mandarin,2991,250,300,897300,68820,828480,573500,254980,01-10-2018,October,2018
United Kingdom,Mandarin,4237,250,15,63555,3250.5,60304.5,21670,38634.5,01-10-2018,October,2018
India,Mandarin,2712,250,350,949200,65450,883750,486200,397550,01-12-2018,December,2018
United Kingdom,Kensington,2541,3,12,30492,1581.36,28910.64,3594,25316.64,01-10-2018,October,2018
United Kingdom,Vermont,1531,10,12,18372,1581.36,16790.64,3594,13196.64,01-10-2018,October,2018
Brazil,Mandarin,3259,250,12,39108,1326.6,37781.4,3015,34766.4,01-09-2018,September,2018
Japan,Kensington,3539,3,15,53085,2574,50511,15600,34911,01-11-2018,November,2018
Brazil,Kensington,4226,3,7,29582,2083.62,27498.38,13530,13968.38,01-11-2018,November,2018
India,Royal Oak,776,5,20,15520,6582.4,8937.6,29920,-20982.4,01-10-2018,October,2018
India,Vermont,1401,10,20,28020,6582.4,21437.6,29920,-8482.4,01-10-2018,October,2018
United Kingdom,Burlington,463,120,20,9260,6171,3089,28050,-24961,01-09-2018,September,2018
Brazil,Burlington,4177,120,15,62655,1080.75,61574.25,6550,55024.25,01-09-2018,September,2018
Brazil,Burlington,2523,120,350,883050,13244,869806,89440,780366,01-10-2018,October,2018
Japan,Mandarin,607,250,20,12140,6457,5683,29350,-23667,01-11-2018,November,2018
Brazil,Luxe,3763,260,125,470375,13021.25,457353.75,113640,343713.75,01-09-2018,September,2018
Brazil,Luxe,2412,260,350,844200,13244,830956,89440,741516,01-10-2018,October,2018
United States of America,Vermont,4451,10,7,31157,292.6,30864.4,1900,28964.4,01-09-2018,September,2018
Japan,Kensington,2286,3,125,285750,36240,249510,289920,-40410,01-09-2018,September,2018
Brazil,Royal Oak,1873,5,20,37460,4116,33344,17150,16194,01-10-2018,October,2018
United Kingdom,Royal Oak,3766,5,300,1129800,42696,1087104,296500,790604,01-12-2018,December,2018
Brazil,Vermont,1056,10,20,21120,4116,17004,17150,-146,01-10-2018,October,2018
Brazil,Vermont,1892,10,15,28380,684,27696,3800,23896,01-12-2018,December,2018
Japan,Mandarin,1293,250,350,452550,26166,426384,161980,264404,01-09-2018,September,2018
United States of America,Luxe,833,260,15,12495,4586.4,7908.6,25480,-17571.4,01-11-2018,November,2018
Japan,Luxe,3170,260,12,38040,3975.84,34064.16,8283,25781.16,01-09-2018,September,2018
India,Kensington,3653,3,20,73060,1149.2,71910.8,4420,67490.8,01-09-2018,September,2018
India,Burlington,1378,120,15,20670,1287,19383,6600,12783,01-09-2018,September,2018
Brazil,Burlington,3202,120,300,960600,101595,859005,651250,207755,01-11-2018,November,2018
India,Luxe,865,260,12,10380,2761.2,7618.8,5310,2308.8,01-12-2018,December,2018
United States of America,Kensington,1535,3,7,10745,2936.08,7808.92,14980,-7171.08,01-10-2018,October,2018
United States of America,Royal Oak,1567,5,7,10969,2936.08,8032.92,14980,-6947.08,01-10-2018,October,2018
United States of America,Luxe,3537,260,12,42444,3385.2,39058.8,6045,33013.8,01-12-2018,December,2018
United Kingdom,Kensington,1804,3,125,225500,17902.5,207597.5,122760,84837.5,01-09-2018,September,2018
Brazil,Kensington,4357,3,125,544625,49367.5,495257.5,338520,156737.5,01-12-2018,December,2018
Brazil,Royal Oak,2278,5,7,15946,1692.46,14253.54,8635,5618.54,01-10-2018,October,2018
Japan,Vermont,749,10,15,11235,5187,6048,24700,-18652,01-09-2018,September,2018
Japan,Vermont,372,10,15,5580,3660.3,1919.7,17430,-15510.3,01-10-2018,October,2018
Japan,Vermont,2813,10,12,33756,3732.96,30023.04,6666,23357.04,01-11-2018,November,2018
United Kingdom,Vermont,2093,10,350,732550,94178,638372,499720,138652,01-11-2018,November,2018
Japan,Burlington,2621,120,300,786300,11298,775002,67250,707752,01-10-2018,October,2018
India,Burlington,3735,120,300,1120500,106512,1013988,634000,379988,01-11-2018,November,2018
Japan,Mandarin,2586,250,300,775800,11298,764502,67250,697252,01-10-2018,October,2018
United Kingdom,Mandarin,359,250,350,125650,62769,62881,333060,-270179,01-12-2018,December,2018
Japan,Luxe,1104,260,15,16560,3660.3,12899.7,17430,-4530.3,01-10-2018,October,2018
Brazil,Luxe,1468,260,7,10276,1692.46,8583.54,8635,-51.46,01-10-2018,October,2018
Brazil,Luxe,1272,260,15,19080,3927,15153,18700,-3547,01-11-2018,November,2018
United States of America,Vermont,1062,10,20,21240,801,20439,2670,17769,01-10-2018,October,2018
United States of America,Vermont,3418,10,350,1196300,105367.5,1090932.5,521820,569112.5,01-11-2018,November,2018
Brazil,Vermont,1751,10,350,612850,112927.5,499922.5,559260,-59337.5,01-11-2018,November,2018
United States of America,Burlington,4322,120,300,1296600,115830,1180770,643500,537270,01-11-2018,November,2018
United States of America,Burlington,1901,120,125,237625,45712.5,191912.5,292560,-100647.5,01-12-2018,December,2018
United States of America,Mandarin,1647,250,20,32940,801,32139,2670,29469,01-10-2018,October,2018
Japan,Mandarin,3617,250,125,452125,55387.5,396737.5,354480,42257.5,01-11-2018,November,2018
